##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
243   J0818-3232       251.36 1.87   2.161258926939        0.7534E-15     131.80       3.82   3.82       4.55e+07 *       *                   
244   B0818-13         235.89 12.59  1.2381295438682       2.105178E-15   40.938       1.90   2.45       9.32e+06 *       *                   
245   J0820-3826       256.52 -1.03  0.1248363804193       2.44174E-15    195.56       6.82   6.82       8.1e+05  *       *                   

246   J0820-3921       257.26 -1.58  1.07356658405         12.169E-15     179.4        6.19   6.19       1.4e+06  *       *                   
247   B0818-41         258.75 -2.73  0.54544553611         1.89E-17       113.4        2.38   2.38       4.57e+08 *       *                   
248   J0821-4221       259.83 -3.14  0.3967282353771       3.47811E-15    270.6        18.16  18.16      1.81e+06 *       *                   
249   J0821-4300       260.38 -3.47  0.112799455072        9.3E-18        *            2.20   *          1.93e+08 *       NRAD                
250   B0820+02         221.99 21.25  0.8648728046988       1.04550E-16    23.727       1.44   1.44       1.31e+08 BT      *                   

251   J0824+00         223.57 20.75  0.0099                *              35           2.57   2.57       *        ?       *                   
252   B0823+26         196.96 31.74  0.53066051169         1.70932E-15    19.454       0.32   1.25       4.92e+06 *       HE[bwt+04]          
253   B0826-34         253.97 2.56   1.84891880365         9.963E-16      52.2         0.54   0.54       2.94e+07 *       *                   
254   J0831-4406       262.29 -2.69  0.311673518473        1.279E-15      254.0        12.73  12.73      3.86e+06 *       *                   
255   J0834-4159       260.89 -1.04  0.121116349354        4.437E-15      240.5        9.74   9.74       4.32e+05 *       *                   

256   J0834-60         276.08 -11.92 0.384645              *              20           0.49   0.49       *        *       *                   
257   J0835-3707       257.08 1.99   0.541404373627        9.778E-15      112.3        2.34   2.34       8.77e+05 *       *                   
258   J0835-42         261.47 -1.17  0.7384                *              190          6.75   6.75       *        *       *                   
259   B0833-45         263.55 -2.79  0.089328385024        1.25008E-13    67.99        0.28   0.61       1.13e+04 *       HE[hg73,tfko75]     
260   B0834+06         219.72 26.27  1.2737682915785       6.799219E-15   12.889       0.72   0.72       2.97e+06 *       *                   

261   J0837-24         247.45 9.80   *                     *              142.8        10.34  +10.34     *        *       RRAT                
262   B0835-41         260.90 -0.34  0.751623617646        3.5393E-15     147.29       1.50   4.22       3.36e+06 *       *                   
263   J0838-2621       248.81 8.98   0.3085806621443       0.0390E-15     116.90       4.56   4.56       1.25e+08 *       *                   
264   J0838-3947       259.61 0.93   1.7039457055          8.1E-16        219          8.21   8.21       3.32e+07 *       *                   
265   B0839-53         270.77 -7.14  0.72061236106         1.644E-15      156.5        7.77   7.77       6.94e+06 *       *                   

266   B0840-48         267.18 -4.10  0.64435405580         9.497E-15      196.85       8.68   8.68       1.07e+06 *       *                   
267   J0843+0719       219.40 28.22  1.36586               *              36.6         3.72   +3.72      *        *       *                   
268   J0843-5022       268.50 -4.90  0.2089556931527       1.7238E-16     178.47       7.69   7.69       1.92e+07 *       *                   
269   J0845-36         257.40 4.26   *                     *              29           0.43   0.43       *        *       RRAT(?)             
270   B0844-35         257.19 4.71   1.116097163402        1.60135E-15    94.16        1.43   1.43       1.1e+07  *       *                   

271   J0847-4316       263.44 0.16   5.9774927370          119.94E-15     292.5        13.44  13.44      7.9e+05  *       RRAT                
272   J0848+16         210.06 33.30  0.4524                *              38           3.21   +3.21      *        *       *                   
273   J0849-6322       279.43 -12.17 0.367953256307        7.908E-16      91.29        8.35   +8.35      7.37e+06 *       *                   
274   B0841+80         132.65 31.46  1.60222797387         4.463E-16      34.66        3.38   +3.38      5.69e+07 *       *                   
275   B0853-33         256.85 7.52   1.267535702756        6.32095E-15    86.635       1.21   1.21       3.18e+06 *       *                   

276   J0855-4644       266.97 -1.00  0.0646861308252       7.26269E-15    238.2        9.90   9.90       1.41e+05 *       *                   
277   J0855-4658       267.12 -1.19  0.57507238258         1.362E-14      472.7        28.35  +28.35     6.69e+05 *       *                   
278   B0855-61         278.57 -10.43 0.9625085573          1.677E-15      95           6.53   6.53       9.09e+06 *       *                   
279   J0857-4424       265.46 0.82   0.326774210079        2.334387E-14   184.429      6.53   6.53       2.22e+05 *       *                   
280   J0900-3144       256.16 9.49   0.0111096491573889    0.00004912E-   75.702       0.82   0.82       3.58e+09 BT      *                   

281   J0901-4624       267.40 -0.00  0.441995130786        8.7494E-14     198.8        7.46   7.46       8e+04    *       *                   
282   B0901-63         280.39 -11.08 0.6603133715          1.07E-16       76           4.44   4.44       9.78e+07 *       *                   
283   B0903-42         265.07 2.86   0.9651709987          1.887E-15      145.8        4.37   4.37       8.1e+06  *       *                   
284   B0904-74         289.74 -18.32 0.54955311909         4.63E-16       51.1         4.41   4.41       1.88e+07 *       *                   
285   J0905-4536       267.24 1.01   0.9882805974          1.49E-16       179.7        6.35   6.35       1.05e+08 *       *                   

286   J0905-5127       271.63 -2.85  0.346287436779        2.489796E-14   196.43       8.38   8.38       2.2e+05  *       *                   
287   J0905-6019       278.22 -8.82  0.340854176542        0.5220E-15     91.4         4.40   4.40       1.03e+07 *       *                   
288   B0905-51         272.15 -3.03  0.253556015011        1.8303E-15     103.72       2.63   2.63       2.19e+06 *       *                   
289   B0906-17         246.12 19.85  0.40162562344216      6.695000E-16   15.888       0.63   0.63       9.5e+06  *       *                   
290   B0906-49         270.27 -1.02  0.10675459250         1.5151E-14     180.37       1.00   6.66       1.12e+05 *       *                   

291   B0909-71         287.73 -16.26 1.3628899542          3.33E-16       54.3         4.00   4.00       6.48e+07 *       *                   
292   B0904+77         135.32 33.70  1.57905               *              *            *      *          *        *       *                   
293   J0912-38         263.10 6.58   1.5262                *              73.3         0.64   0.64       *        *       RRAT                
294   J0912-3851       263.16 6.58   1.526085076           3.59E-15       70           0.62   0.62       6.74e+06 *       *                   
295   J0919-6040       279.69 -7.77  1.2169757230          0.01E-15       82.5         3.54   3.54       1.93e+09 *       *                   

296   B0917+63         151.43 40.73  1.567994018480        3.60812E-15    13.158       0.79   0.79       6.89e+06 *       *                   
297   B0919+06         225.42 36.39  0.430627098928        1.37294E-14    27.271       1.10   +2.97      4.97e+05 *       *                   
298   J0922-4949       272.24 0.16   0.950288537028        9.7569E-14     237.1        10.37  10.37      1.54e+05 *       *                   
299   J0922-52         273.74 -1.42  0.00968               *              122.4        3.76   3.76       *        *       *                   
300   J0923-31         259.70 13.00  *                     *              72           1.02   1.02       *        *       RRAT                

301   B0922-52         274.71 -1.93  0.74629520954         3.5477E-14     152.9        5.61   5.61       3.33e+05 *       *                   
302   B0923-58         278.39 -5.60  0.73950132654         4.878E-15      57.4         1.87   1.87       2.4e+06  *       *                   
303   J0927+23         205.23 44.18  0.761886              *              23           2.52   +2.52      *        *       *                   
304   J0928+06         226.85 37.60  2.0604                *              50           2.88   +2.88      *        *       *                   
305   J0932-3217       261.28 14.07  1.93162674308         2.50E-16       102.1        3.84   3.84       1.22e+08 *       *                   

306   J0932-5327       275.89 -1.38  4.3921587127          8.37E-15       122          3.91   3.91       8.31e+06 *       *                   
307   J0934-4154       268.36 7.41   0.570409236430        2.69E-16       113.79       3.20   3.20       3.36e+07 *       *                   
308   B0932-52         275.69 -0.70  1.44477320982         4.654E-15      100          2.93   2.93       4.92e+06 *       *                   
309   J0940-5428       277.51 -1.29  0.087545204308        3.28683E-14    134.5        4.27   4.27       4.22e+04 *       *                   
310   J0941-39         267.80 9.90   0.58677841838         *              78.2         1.29   1.29       *        *       RRAT                

311   J0941-5244       276.45 0.09   0.65855761432         1.1379E-15     157.94       5.64   5.64       9.17e+06 *       *                   
312   B0940-55         278.57 -2.23  0.66436748807         2.2854E-14     180.2        0.30   6.35       4.61e+05 *       *                   
