##############################################################################################################################################
NUM     NAME              Gl     Gb     P0                   P1              DM          DIST   DIST_DM     AGE    BINARY   PSR               
#                       (deg)  (deg)  (s)                                (cm^#3 pc)     (kpc)  (kpc)       (Yr)   (type)   TYPE               
##############################################################################################################################################
1049  J1701-3130       352.52 6.38   0.2913414710251       5.596E-17      130.73       4.53   4.53       8.25e+07 *       *                   
1050  B1658-37         347.76 2.83   2.4546091591          1.1143E-14     303.4        7.81   7.81       3.49e+06 *       *                   

1051  B1657-45         341.36 -2.18  0.322908566781        5.193E-16      526.0        17.39  17.39      9.85e+06 *       *                   
1052  J1701-4958       337.84 -4.84  0.80430423739         0.11E-15       230          9.68   9.68       1.16e+08 *       *                   
1053  J1702-3932       346.20 1.40   0.390327976785        3.78E-16       530          9.69   9.69       1.64e+07 *       *                   
1054  J1702-4128       344.74 0.12   0.182135802939        5.23448E-14    367.1        5.18   5.18       5.51e+04 *       *                   
1055  J1702-4217       344.08 -0.33  0.227564958458        1.14E-17       629          7.49   7.49       3.16e+08 *       *                   

1056  J1702-4306       343.40 -0.81  0.215507334229        9.7852E-15     537          7.12   7.12       3.49e+05 *       *                   
1057  J1702-4310       343.35 -0.85  0.24052386477         2.237763E-13   377          5.44   5.44       1.7e+04  *       *                   
1058  J1702-4428       342.38 -1.70  2.1235057036          3.3E-15        395          7.05   7.05       1.02e+07 *       *                   
1059  B1700-18         3.23   13.56  0.8043410792712       1.731000E-15   49.551       2.05   2.05       7.36e+06 *       *                   
1060  B1700-32         351.79 5.39   1.211785094647        6.59829E-16    110.306      3.31   3.31       2.91e+07 *       *                   

1061  J1703-38         347.41 2.04   6.443                 *              375          7.78   7.78       *        *       RRAT                
1062  J1703-4442       342.23 -1.92  1.74729348943         1.4300E-14     280.2        5.34   5.34       1.94e+06 *       *                   
1063  J1703-4851       338.99 -4.51  1.39640107763         5.0804E-15     150.29       4.50   4.50       4.35e+06 *       *                   
1064  B1659-60         329.76 -11.37 0.3063230254          9.1E-16        54           1.89   1.89       5.33e+06 *       *                   
1065  B1702-19         3.19   13.03  0.2989874273426       4.137877E-15   22.907       1.18   1.18       1.14e+06 *       *                   

1066  J1705-3423       350.72 3.97   0.255426483601        1.0762E-15     146.36       3.75   3.75       3.76e+06 *       *                   
1067  J1705-3936       346.55 0.85   0.8544816637          1.927E-14      598          8.46   8.46       7.03e+05 *       *                   
1068  J1705-3950       346.34 0.72   0.318941483436        6.06031E-14    207.1        3.86   3.86       8.34e+04 *       *                   
1069  J1705-4108       345.29 -0.04  0.8610674067          3.471E-14      1077         11.87  11.87      3.93e+05 *       *                   
1070  J1705-4331       343.43 -1.52  0.22256110261         0.0712E-15     185.24       3.76   3.76       4.95e+07 *       *                   

1071  J1705-52         336.17 -7.00  0.2307                *              170          8.99   8.99       *        *       *                   
1072  J1705-6135       328.75 -12.23 0.808546089           0.06E-15       94           6.31   6.31       2.14e+08 *       *                   
1073  J1706-3839       347.39 1.30   0.58628740134         3.00E-15       626          12.20  12.20      3.1e+06  *       *                   
1074  J1706-4310       343.76 -1.37  0.6169790441          6.506E-15      656.1        13.43  13.43      1.5e+06  *       *                   
1075  J1706-6118       329.05 -12.15 0.3619213249276       0.29213E-15    76.13        3.64   3.64       1.96e+07 *       *                   

1076  B1703-40         345.72 -0.20  0.581016707860        1.925E-15      360.0        4.00   5.12       4.78e+06 *       *                   
1077  J1707-4341       343.52 -1.91  0.89059449625         5.696E-15      398.2        7.99   7.99       2.48e+06 *       *                   
1078  J1707-4417       343.04 -2.28  5.7637770030          11.65E-15      380          9.17   9.17       7.84e+06 *       RRAT                
1079  J1707-4729       340.42 -4.14  0.26647363743         1.5603E-15     268.3        10.64  10.64      2.71e+06 *       *                   
1080  J1708-3426       351.08 3.41   0.692113246520        4.20320E-15    190.7        4.78   4.78       2.61e+06 *       *                   

1081  J1708-3506       350.47 3.12   0.0045051589484591    1.1421E-20     146.732      3.50   3.50       6.25e+09 DD      *                   
1082  J1708-3827       347.78 1.12   1.2257819960          8.6E-15        788          17.55  17.55      2.26e+06 *       *                   
1083  J1708-4008       346.48 0.04   11.0062624            1.960E-11      *            3.80   *          8.9e+03  *       AXP,NRAD            
1084  J1708-4522       342.22 -3.01  1.29783683782         2.612E-15      454          30.00  +30.00     7.87e+06 *       *                   
1085  B1701-75         316.68 -20.22 1.1910239966          1.88E-15       37           2.01   2.01       1e+07    *       *                   

1086  B1706-16         5.77   13.66  0.65305397126         6.30985E-15    24.873       1.27   1.27       1.64e+06 *       *                   
1087  J1709+2313       44.52  32.21  0.0046311962778409    0.00000363E-   25.3474      1.83   1.83       2.02e+10 BT      *                   
1088  J1709-3626       349.58 2.10   0.447857060325        2.2675E-15     393.6        8.97   8.97       3.13e+06 *       *                   
1089  J1709-3841       347.71 0.83   0.58698616319         7.86E-15       356          5.17   5.17       1.18e+06 *       *                   
1090  J1709-43         343.57 -2.36  *                     *              228          4.98   4.98       *        *       RRAT                

1091  J1709-4342       343.71 -2.19  1.735898235           8E-16          281          5.49   5.49       3.44e+07 *       *                   
1092  J1709-4401       343.47 -2.41  0.8652353343          7.37E-15       225.8        4.98   4.98       1.86e+06 *       *                   
1093  B1706-44         343.10 -2.69  0.102459245929        9.298454E-14   75.69        2.60   1.82       1.75e+04 *       HE[tab+92,ghd02]    
1094  J1710-2616       357.86 8.03   0.954158007           0.02E-15       111          4.26   4.26       7.56e+08 *       *                   
1095  J1710-4148       345.33 -1.20  0.286561228631        1.02E-16       461          6.90   6.90       4.45e+07 *       *                   

1096  B1709-15         7.42   14.01  0.868804249026        1.10246E-15    59.88        2.94   2.94       1.25e+07 *       *                   
1097  J1711-3826       348.20 0.59   0.46536464559         7.413E-15      376          5.20   5.20       9.95e+05 *       *                   
1098  J1711-4322       344.14 -2.24  0.1026182883472       2.666E-17      191.5        4.17   4.17       6.1e+07  ELL1    *                   
1099  B1707-53         335.69 -8.46  0.89921779930         1.5494E-14     106.1        4.24   4.24       9.2e+05  *       *                   
1100  J1712-2715       357.33 7.07   0.255359660118        1.2793E-15     92.64        3.13   3.13       3.16e+06 *       *                   

1101  J1712-391        347.26 -0.30  0.778149              *              525          6.37   6.37       *        *       *                   
1102  J1712-392        347.26 -0.30  0.0925277             *              713          8.94   8.94       *        *       *                   
1103  J1713+0747       28.75  25.22  0.00457013652508278   8.5289E-21     15.9915      1.05   0.89       8.49e+09 DD      HE[egc+13]          
1104  J1713-3844       348.10 0.21   1.6001140423          1.7741E-13     544          6.50   6.50       1.43e+05 *       *                   
1105  J1713-3949       347.28 -0.49  0.3924514             *              342          5.01   5.01       *        *       *                   

1106  J1714-1054       11.49  15.78  0.696278743075        0.0588E-15     51           2.65   2.65       1.88e+08 *       *                   
1107  J1714-3810       348.68 0.37   3.824936              5.88E-11       *            *      *          1.03e+03 *       AXP,NRAD            
1108  J1715-3247       353.21 3.30   1.26021405926         0.092E-15      164          3.91   3.91       2.17e+08 *       *                   
1109  J1715-3700       349.76 0.89   0.7796281140          1.5E-16        449          6.08   6.08       8.47e+07 *       *                   
1110  J1715-3859       348.19 -0.35  0.92810750775         4.397E-15      817          10.53  10.53      3.34e+06 *       *                   

1111  J1715-3903       348.10 -0.32  0.27848105467         3.7688E-14     313.1        4.80   4.80       1.17e+05 *       *                   
1112  J1715-4034       346.91 -1.28  2.0721529918          3.01E-15       254          4.62   4.62       1.09e+07 *       *                   
1113  J1715-4254       344.95 -2.56  0.57374535892         8.76E-16       407          12.58  12.58      1.04e+07 *       *                   
1114  J1716-3720       349.60 0.52   0.63031371285         1.7970E-14     682.7        9.46   9.46       5.56e+05 *       *                   
1115  J1716-4005       347.42 -1.15  0.31181276456         2.87E-15       435          6.33   6.33       1.72e+06 *       *                   

1116  J1716-4111       346.53 -1.79  1.03606727254         2.882E-15      245.8        4.79   4.79       5.7e+06  *       *                   
1117  J1716-4711       341.55 -5.16  0.55582421598         0.833E-15      287.06       19.58  +19.58     1.06e+07 *       *                   
1118  B1714-34         352.12 2.02   0.65629923146         9.8036E-15     587.7        22.21  22.21      1.06e+06 *       *                   
1119  J1717-3737       349.49 0.18   0.68241862653         5.293E-15      525.8        6.31   6.31       2.04e+06 *       *                   
1120  J1717-3847       348.55 -0.49  1.1494989184          8.2E-16        707          9.52   9.52       2.22e+07 *       *                   

1121  J1717-3953       347.65 -1.16  1.08552061541         3.3E-17        466          6.88   6.88       5.21e+08 *       *                   
1122  J1717-4043       347.02 -1.70  0.39785744656         1.2230E-14     452.6        9.03   9.03       5.15e+05 *       *                   
1123  J1717-40433      346.94 -1.57  0.34992850807         1.75E-15       539          11.41  11.41      3.17e+06 *       *                   
1124  B1713-40         346.82 -1.73  0.88771               *              308.5        5.47   5.47       *        *       *                   
1125  J1717-5800       332.67 -11.48 0.321793346869        1.957E-16      125.22       8.85   +8.85      2.61e+07 *       *                   

1126  J1718-3714       349.93 0.24   1.2893787775          2.621E-14      833          10.87  10.87      7.79e+05 *       *                   
1127  J1718-3718       349.85 0.22   3.3785742533          1.61359E-12    371.1        5.08   5.08       3.32e+04 *       *                   
1128  J1718-3825       348.95 -0.43  0.0746699205656       1.322167E-14   247.4        4.24   4.24       8.95e+04 *       HE[waa+09]          
1129  J1718-4539       343.02 -4.58  0.59047278772         7.507E-15      254          10.82  10.82      1.25e+06 *       *                   
1130  J1719-1438       8.86   12.84  0.0057901517700238    8.043E-21      36.862       1.64   1.64       1.14e+10 ELL1    *                   

1131  J1719-23         1.42   7.85   0.4540                *              110          4.08   4.08       *        *       *                   
1132  B1715-40         347.65 -1.53  0.189094492501        1.6676E-15     386.6        6.28   6.28       1.8e+06  *       *                   
1133  J1719-4302       345.34 -3.32  0.23547520029         3.921E-16      297.7        9.42   9.42       9.52e+06 *       *                   
1134  B1718-02         20.13  18.94  0.477715343692        8.2798E-17     66.98        5.41   +5.41      9.14e+07 *       *                   
1135  B1717-16         7.37   11.54  1.56560114802         5.7980E-15     44.83        1.76   1.76       4.28e+06 *       *                   

1136  J1720+2150       43.96  29.37  1.61566378034         0.740E-15      41.1         3.59   +3.59      3.46e+07 *       *                   
1137  J1720-2446       0.44   6.99   0.87426457245         0.593E-15      103          3.44   3.44       2.34e+07 *       *                   
1138  B1717-29         356.50 4.25   0.6204483653468       7.45999E-16    42.64        1.43   1.43       1.32e+07 *       *                   
1139  J1720-3659       350.33 0.10   0.351124633722        3.27E-17       381.6        5.11   5.11       1.7e+08  *       *                   
1140  B1718-19         4.86   9.74   1.00403745670         1.6240E-15     75.7         8.60   2.91       9.8e+06  ELL1    *                   

1141  J1721-1939       4.91   9.56   0.404039751280        1.283E-16      103          4.64   4.64       4.99e+07 *       *                   
1142  J1721-2457       0.39   6.75   0.00349663378270016   5.542E-21      47.758       1.56   1.56       1e+10    *       *                   
1143  B1718-35         351.69 0.67   0.280423858549        2.518617E-14   496.0        4.60   6.36       1.76e+05 *       *                   
1144  B1718-32         354.56 2.53   0.477157518356        6.4626E-16     126.064      3.18   3.18       1.17e+07 *       *                   
1145  B1718-36         350.93 -0.00  0.399183351758        4.4647E-15     416.2        5.30   5.30       1.42e+06 *       *                   

1146  B1719-37         350.49 -0.51  0.236173191636        1.08545E-14    99.50        2.51   2.51       3.45e+05 *       *                   
1147  J1722-4400       344.84 -4.32  0.2185540958272       3.738E-16      219.3        7.27   7.27       9.26e+06 *       *                   
1148  J1723-2837       357.62 4.26   0.001855732795729     7.5E-21        19.688       1.00   1.00       3.9e+09  ELL1    *                   
1149  J1723-2852       357.48 4.01   0.6250339127          0.9E-15        172          4.63   4.63       1.1e+07  *       *                   
1150  J1723-3659       350.68 -0.41  0.2027219378604       8.0075E-15     254.2        4.28   4.28       4.01e+05 *       *                   

1151  J1724-3149       355.14 2.23   0.94823697410         7.25E-15       409          10.50  10.50      2.07e+06 *       *                   
1152  J1724-35         351.83 -0.01  1.42199               *              554.9        6.61   6.61       *        *       RRAT                
1153  J1724-3505       352.44 0.38   1.2217076921          2.110E-14      875          12.01  12.01      9.17e+05 *       *                   
1154  J1724-4500       344.18 -5.12  1.3091087873          3.51E-15       182          6.26   6.26       5.9e+06  *       *                   
1155  J1725-0732       15.87  15.32  0.239919487227        0.4296E-15     58.91        3.43   3.43       8.85e+06 *       *                   

1156  J1725-2852       357.64 3.80   1.257787625           1.99E-15       161          4.09   4.09       1e+07    *       *                   
1157  J1725-3546       351.98 -0.15  1.0324711993          1.500E-14      744          10.20  10.20      1.09e+06 *       *                   
1158  J1725-3848       349.38 -1.74  2.0623862583          2.30E-14       230          4.49   4.49       1.42e+06 *       *                   
1159  J1725-3853       349.37 -1.86  0.004791822704        5E-20          158.2        3.44   3.44       1.52e+09 *       *                   
1160  J1725-4043       347.87 -2.92  1.46507137487         2.79E-15       203          4.80   4.80       8.32e+06 *       *                   

1161  J1726-00         22.64  18.71  1.3086                *              57           5.49   +5.49      *        *       *                   
1162  J1726-29         357.63 3.58   0.027081              *              60.9         1.64   1.64       *        *       *                   
1163  J1726-31         355.25 1.83   0.12347018            *              264.4        4.82   4.82       *        *       *                   
1164  J1726-3530       352.25 -0.07  1.11013244403         1.216751E-12   727          9.97   9.97       1.45e+04 *       *                   
1165  J1726-3635       351.42 -0.80  0.287431567184        1.440E-15      539.2        7.36   7.36       3.16e+06 *       *                   

1166  J1726-4006       348.48 -2.71  0.88277826565         3.33E-15       277          6.19   6.19       4.2e+06  *       *                   
1167  J1727-2739       358.94 4.05   1.29309994235         1.10E-15       147          3.75   3.75       1.86e+07 *       *                   
1168  J1727-29         356.97 2.80   *                     *              93           2.39   2.39       *        *       RRAT                
1169  B1726-00         23.03  18.29  0.3860037238349       1.122656E-15   41.09        2.44   2.44       5.45e+06 *       *                   
1170  J1728-3733       350.84 -1.66  0.61553824309         7.2E-17        281.5        4.94   4.94       1.35e+08 *       *                   

1171  J1728-4028       348.38 -3.22  0.866342509           2.3E-16        231          5.51   5.51       5.9e+07  *       *                   
1172  J1730-2304       3.14   6.02   0.00812279804398456   2.01836E-20    9.617        0.51   0.51       6.38e+09 *       *                   
1173  J1730-2900       358.12 2.82   1.5384267263          8.85E-15       289          6.85   6.85       2.75e+06 *       *                   
1174  B1727-33         354.13 0.09   0.139460211250        8.482941E-14   259          4.26   4.26       2.6e+04  *       *                   
1175  J1730-3353       354.14 -0.00  3.2702418032          2.196E-14      256          4.23   4.23       2.36e+06 *       *                   

1176  J1731-1847       6.89   8.15   0.00234455954688568   2.5407E-20     106.4711     4.03   4.03       1.46e+09 BTX     *                   
1177  J1731-3123       356.23 1.35   0.75304798900         1.679E-15      354          5.32   5.32       7.11e+06 *       *                   
1178  B1727-47         342.57 -7.67  0.82982878524         1.63626E-13    123.33       4.98   4.98       8.04e+04 *       *                   
1179  J1732-1930       6.42   7.56   0.483769998047        1.8180E-16     72.43        2.21   2.21       4.22e+07 *       *                   
1180  J1732-3131       356.31 1.01   0.196543154965        2.80483E-14    15.44        0.80   0.80       1.11e+05 *       HE                  

1181  J1732-3426       353.82 -0.51  0.33288667881         4.02E-16       513.5        6.38   6.38       1.31e+07 *       *                   
1182  J1732-3729       351.29 -2.21  2.18400134708         1.30E-15       317          6.20   6.20       2.66e+07 *       *                   
1183  B1729-41         347.98 -4.46  0.6279806844          1.2838E-14     195.3        5.94   5.94       7.75e+05 *       *                   
1184  J1732-4156       347.59 -4.71  0.323434055969        6.61E-16       228.7        8.78   8.78       7.75e+06 *       *                   
1185  J1732-5049       340.03 -9.45  0.00531255028907845   1.4207E-20     56.822       1.81   1.81       5.92e+09 T2      *                   

1186  B1730-22         4.03   5.75   0.871682832986        4.2703E-17     41.14        1.49   1.49       3.23e+08 *       *                   
1187  J1733-2533       1.43   4.09   0.65979414168         2.100E-15      242          7.78   7.78       4.98e+06 *       *                   
1188  J1733-2837       358.86 2.40   0.76818455674         1.108E-15      225          4.66   4.66       1.1e+07  *       *                   
1189  J1733-3030       357.32 1.30   0.362051962860        1.6485E-15     636          14.18  14.18      3.48e+06 *       *                   
1190  J1733-3322       354.92 -0.24  1.24591463402         4.10E-15       524.0        6.30   6.30       4.81e+06 *       *                   

1191  B1730-37         351.58 -2.28  0.337585823180        1.50465E-14    153.5        3.44   3.44       3.55e+05 *       *                   
1192  J1733-4005       349.27 -3.89  0.561778329077        3.624E-15      317.8        13.95  13.95      2.46e+06 *       *                   
1193  J1733-5515       336.19 -11.80 1.011233535           0.4E-15        83.9         4.11   4.11       4.01e+07 *       *                   
1194  B1732-02         21.90  15.93  0.839394324968        4.2100E-16     65.05        5.36   5.36       3.16e+07 *       *                   
1195  J1734-2415       2.68   4.55   0.61252373999         1.051E-15      126.3        3.48   3.48       9.24e+06 *       *                   

1196  J1734-3333       354.82 -0.43  1.169340685           2.27941E-12    578          7.40   7.40       8.13e+03 *       HE[oklk10]          
1197  J1735-0243       21.56  15.45  0.7828869765          6.32E-16       55.4         3.25   3.25       1.96e+07 *       *                   
1198  B1732-07         17.27  13.28  0.4193349661853       1.214735E-15   73.512       4.32   4.32       5.47e+06 *       *                   
1199  J1735-3258       355.48 -0.38  0.35096322944         2.608E-14      754          11.14  11.14      2.13e+05 *       *                   
1200  J1736+05         29.59  19.21  0.999245              *              42           2.81   2.81       *        *       *                   

1201  J1736-2457       2.33   3.78   2.64222343904         3.43E-15       170          4.34   4.34       1.22e+07 *       *                   
1202  J1736-2819       359.45 2.04   1.59241948019         1.4921E-14     261          4.86   4.86       1.69e+06 *       *                   
1203  J1736-2843       359.14 1.76   6.4450360861          2.999E-14      331          5.47   5.47       3.4e+06  *       *                   
1204  J1736-3511       353.61 -1.60  0.50280278290         1.57E-15       106          2.72   2.72       5.07e+06 *       *                   
1205  J1737-0811       16.93  12.32  0.0041750173128551    7.93E-21       55.311       2.38   2.38       8.34e+09 BT      *                   

1206  J1737-3102       357.30 0.37   0.76867227339         3.7334E-14     280          4.44   4.44       3.26e+05 *       *                   
1207  J1737-3137       356.74 0.15   0.45043236999         1.38756E-13    488.2        5.88   5.88       5.14e+04 *       *                   
1208  J1737-3320       355.31 -0.79  0.81627308018         2.251E-15      804          14.08  14.08      5.75e+06 *       *                   
1209  B1734-35         353.17 -2.27  0.397584746441        6.1214E-15     89.41        2.25   2.25       1.03e+06 *       *                   
1210  J1738+0333       27.72  17.74  0.0058500957646929    2.409E-20      33.778       1.97   1.97       3.85e+09 ELL1    *                   

1211  J1738-2330       3.73   4.28   1.97884743163         8.559E-15      99.3         2.79   2.79       3.66e+06 *       *                   
1212  J1738-2647       0.94   2.54   0.34959099098         3.153E-15      182.2        3.88   3.88       1.76e+06 *       *                   
1213  J1738-2955       358.38 0.72   0.4433980218          8.1861E-14     223.4        3.91   3.91       8.58e+04 *       *                   
1214  J1738-3107       357.36 0.10   0.54949769829         3.0E-16        735          10.76  10.76      2.94e+07 *       *                   
1215  B1735-32         356.47 -0.49  0.768498945480        7.94911E-16    49.59        1.48   1.48       1.53e+07 *       *                   

1216  J1738-3316       355.53 -1.00  0.73037251102         8.9E-17        273          4.55   4.55       1.31e+08 *       *                   
1217  J1739+0612       30.26  18.86  0.234169035616        0.15640E-15    101.5        5.44   +5.44      2.37e+07 *       *                   
1218  J1739-1313       12.79  9.30   1.215697613611        8.17E-17       58.2         2.02   2.02       2.36e+08 *       *                   
1219  B1736-29         359.21 1.06   0.322882431774        7.87980E-15    138.56       3.19   3.19       6.49e+05 *       *                   
1220  J1739-3023       358.09 0.34   0.11436793182         1.140145E-14   170.0        3.41   3.41       1.59e+05 *       *                   

1221  J1739-3049       357.68 0.15   0.239317178406        2.1781E-15     573.2        6.97   6.97       1.74e+06 *       *                   
1222  B1736-31         357.10 -0.22  0.52944098843         1.85836E-14    600.1        7.68   7.68       4.51e+05 *       *                   
1223  J1739-3159       356.74 -0.55  0.87756123714         1.97E-16       337          4.85   4.85       7.05e+07 *       *                   
1224  J1739-3951       350.04 -4.69  0.341772476799        2.0E-17        24.6         1.13   1.13       2.73e+08 *       *                   
1225  J1740+1000       34.01  20.27  0.154087174313        2.14651E-14    23.85        1.36   1.36       1.14e+05 *       *                   

1226  B1737+13         37.08  21.68  0.803050264794        1.451320E-15   48.673       4.77   +4.77      8.77e+06 *       *                   
1227  J1740-2540       2.21   2.63   1.69265634040         1.851E-15      333          8.26   8.26       1.45e+07 *       *                   
1228  B1737-30         358.29 0.24   0.60688662425         4.66124E-13    152.15       0.40   3.28       2.06e+04 *       *                   
1229  J1740-3052       357.81 -0.13  0.570313411724        2.5504275E-1   738.78       10.84  10.84      3.54e+05 MSS     *                   
1230  J1740-3327       355.56 -1.44  0.515000656402        3.8978E-15     274.1        4.72   4.72       2.09e+06 *       *                   

1231  J1740-5340A      338.16 -11.97 0.00365032889720      1.68E-19       71.8         3.40   3.21       3.44e+08 BT      *                   
1232  B1738-08         16.96  11.30  2.043082458401        2.27471E-15    74.90        3.50   3.50       1.42e+07 *       *                   
1233  J1741+1351       37.90  21.62  0.0037471544          *              24.0         1.41   1.41       *        ELL1    HE[egc+13]          
1234  J1741-2019       6.82   5.38   3.90450636119         1.6260E-14     74.9         2.00   2.00       3.8e+06  *       *                   
1235  J1741-2054       6.43   4.91   0.41370012084         1.6983E-14     4.7          0.25   0.25       3.86e+05 *       HE                  

1236  J1741-2719       0.91   1.60   0.346796929142        8.1E-17        361.9        5.74   5.74       6.82e+07 *       *                   
1237  J1741-2733       0.64   1.58   0.89295866978         1.48E-16       149.2        3.33   3.33       9.59e+07 *       *                   
1238  J1741+2758       52.35  26.66  1.3607376877          1.841E-15      29.3         2.06   2.06       1.17e+07 *       *                   
1239  J1741-2945       358.80 0.38   0.223557828541        6.342E-16      310.3        4.66   4.66       5.58e+06 *       *                   
1240  J1741-3016       358.35 0.13   1.89374869377         8.99E-15       382          5.02   5.02       3.34e+06 *       *                   

1241  B1737-39         350.55 -4.75  0.512211401067        1.9313E-15     158.5        4.75   4.75       4.2e+06  *       *                   
1242  J1742-3957       350.21 -5.13  1.0163491951          8.2E-17        186          6.40   6.40       1.97e+08 *       *                   
1243  J1742-4616       344.79 -8.46  0.412401047219        3.38E-17       115.96       4.99   4.99       1.93e+08 *       *                   
1244  B1740-03         21.65  13.40  0.44464510677         1.5562E-15     30.26        1.59   1.59       4.53e+06 *       *                   
1245  B1740-13         12.70  8.20   0.405336948592        4.7752E-16     116.30       4.85   4.85       1.34e+07 *       *                   

1246  J1743-2442       3.33   2.64   1.24250830909         4.72E-16       239          4.96   4.96       4.17e+07 *       *                   
1247  B1740-31         357.30 -1.15  2.41457551997         1.207753E-13   193.05       3.65   3.65       3.17e+05 *       *                   
1248  J1743-3153       357.22 -1.11  0.193105399932        1.05675E-14    505.7        8.03   8.03       2.9e+05  *       *                   
1249  J1743-4212       348.38 -6.46  0.3061669878595       7.834E-16      131.94       4.67   4.67       6.19e+06 *       *                   
1250  J1744-1134       14.79  9.18   0.00407454594085402   8.93496E-21    3.13908      0.42   0.17       7.23e+09 *       HE[aaa+09f]         

1251  J1744-1610       10.77  6.89   1.757205868816        2.3767E-15     66.67        1.99   1.99       1.17e+07 *       *                   
1252  J1744-2335       4.46   2.94   1.68350668862         8.327E-16      96.66        2.45   2.45       3.2e+07  *       *                   
1253  J1744-3130       357.64 -1.06  1.06606087128         2.1224E-14     192.9        3.64   3.64       7.96e+05 *       *                   
1254  J1744-3922       350.91 -5.15  0.172444360995        1.55E-18       148.1        4.60   4.60       1.76e+09 ELL1    *                   
1255  J1744-5337       338.50 -12.45 0.3556658488          0.19E-15       113          8.16   +8.16      2.97e+07 *       *                   

1256  J1745-0129       23.84  14.02  1.045406855598        6.31E-16       90.1         7.26   +7.26      2.62e+07 *       *                   
1257  J1745-0952       16.37  9.90   0.0193763034411294    9.246E-20      64.474       2.38   2.38       3.32e+09 ELL1    *                   
1258  J1745+1017       34.87  19.25  0.0026521296710897    2.729E-21      23.970       1.36   1.36       1.54e+10 ELL1    HE                  
1259  J1745-2229       5.47   3.42   1.160592538166        2.857E-15      299          9.30   9.30       6.44e+06 *       *                   
1260  J1745-2900       359.94 -0.05  3.76363825            1.384E-12      1778         8.00   +30.00     4.31e+04 *       AXP,HE              

1261  J1745-2910       359.76 -0.05  0.982                 *              1088         15.23  15.23      *        *       *                   
1262  J1745-2912       359.80 -0.18  0.1873794             *              1130         18.53  18.53      *        *       *                   
1263  B1742-30         358.55 -0.96  0.367428753855        1.066784E-14   88.373       0.20   2.08       5.46e+05 *       *                   
1264  J1745-3812       352.04 -4.75  0.6983528638          2.426E-15      160.8        4.82   4.82       4.56e+06 *       *                   
1265  J1746+2245       47.25  24.05  3.46503778264         4.919E-15      52.0         4.32   +4.32      1.12e+07 *       *                   

1266  J1746+2540       50.27  25.03  1.0581481703          1.047E-15      51.5         4.16   +4.16      1.6e+07  *       *                   
1267  J1746-2849       0.15   -0.02  1.478480373           1.27E-14       1456         30.00  +30.00     1.84e+06 *       *                   
1268  J1746-2850       0.13   -0.04  1.0771014910          1.34311E-12    962.7        12.86  12.86      1.27e+04 *       *                   
1269  J1746-2856       0.13   -0.23  0.945224316           12.5E-15       1168         21.77  21.77      1.2e+06  *       *                   
1270  J1746-3239       356.96 -2.18  0.1995413598713       6.56093E-15    *            *      *          4.82e+05 *       NRAD                

1271  J1747-1030       16.17  8.98   1.5787928888          0.43E-15       128          7.27   7.27       5.82e+07 *       *                   
1272  J1747-2647       2.05   0.76   0.500254454491        13.2412E-15    570          8.44   8.44       5.99e+05 *       *                   
1273  J1747-2802       0.97   0.12   2.7800791979          2.37E-15       835          11.78  11.78      1.86e+07 *       *                   
1274  J1747-2809       0.87   0.08   0.052152855           1.5557E-13     1133         17.55  17.55      5.31e+03 *       *                   
1275  J1747-2958       359.31 -0.84  0.0988139764825       6.132329E-14   101.5        2.49   2.49       2.55e+04 *       *                   

1276  J1747-4036       350.19 -6.35  0.00165               *              152.9        5.74   5.74       *        *       HE                  
1277  B1745-12         14.02  7.66   0.3941333466126       1.212692E-15   99.364       3.64   3.64       5.15e+06 *       *                   
1278  B1745-20A        7.73   3.80   0.2886027917197       3.9933E-16     219.4        8.40   5.72       1.15e+07 *       *                   
1279  J1748-2021B      7.73   3.80   0.016760127219257     -3.2913E-19    220.922      8.40   5.80       *        BT      *                   
1280  J1748-2021C      7.72   3.80   0.006226932720487     -5.983E-20     226.95       8.40   6.10       *        *       *                   

1281  J1748-2021D      7.73   3.81   0.013495820403909     5.8677E-19     224.98       8.40   6.02       3.64e+08 BT      *                   
1282  J1748-2021E      7.73   3.80   0.016264003411125     3.124E-19      224.10       8.40   5.95       8.25e+08 *       *                   
1283  J1748-2021F      7.73   3.80   0.003793629114948     -1.055E-20     220.43       8.40   5.77       *        BT      *                   
1284  J1748-2444       3.96   1.56   0.442838499130        1.1131E-16     207.33       3.89   3.89       6.3e+07  *       *                   
1285  B1744-24A        3.84   1.70   0.01156314838986      -3.40E-20      242.15       8.70   4.46       *        BT      *                   

1286  J1748-2446aa     3.84   1.69   0.00578804            *              237.42       8.70   4.39       *        *       *                   
1287  J1748-2446ab     3.84   1.69   0.00511971            *              238.34       8.70   4.41       *        *       *                   
1288  J1748-2446ac     3.84   1.69   0.00508691            *              238.72       8.70   4.41       *        *       *                   
1289  J1748-2446ad     3.84   1.69   0.00139595482         0E-19          235.6        8.70   4.37       *        ELL1    *                   
1290  J1748-2446ae     3.84   1.69   0.00365859            *              238.75       8.70   4.41       *        BT      *                   

1291  J1748-2446af     3.84   1.69   0.00330434            *              237.34       8.70   4.39       *        *       *                   
1292  J1748-2446ag     3.84   1.69   0.00444803            *              237.75       8.70   4.40       *        *       *                   
1293  J1748-2446ah     3.84   1.69   0.00496515            *              237.75       8.70   4.40       *        *       *                   
